Neutron energy =  2.5300E-02

PRODUCT      ZAFP     FPS           Y          DY
42-Mo-112    42112.      0.  9.6468E-08  6.1740E-08
42-Mo-113    42113.      0.  1.1143E-09  7.1316E-10
42-Mo-114    42114.      0.  4.3997E-11  2.8158E-11
42-Mo-115    42115.      0.  2.3683E-14  1.5157E-14
42-Mo-116    42116.      0.  0.0000E+00  0.0000E+00
42-Mo-117    42117.      0.  2.3222E-16  1.4862E-16
43-Tc- 93    43093.      0.  0.0000E+00  0.0000E+00
43-Tc- 95    43095.      0.  0.0000E+00  0.0000E+00
43-Tc- 95-M  43095.      1.  0.0000E+00  0.0000E+00
43-Tc- 97-M  43097.      1.  8.7994E-14  5.6316E-14
43-Tc- 97    43097.      0.  8.7994E-14  5.6316E-14
43-Tc- 98    43098.      0.  8.8894E-09  5.6892E-09
43-Tc- 99    43099.      0.  1.2299E-09  7.8714E-10
43-Tc- 99-M  43099.      1.  2.8898E-10  1.8495E-10
43-Tc-100    43100.      0.  5.5896E-08  3.5773E-08
43-Tc-101    43101.      0.  1.6099E-06  1.0303E-06
43-Tc-102    43102.      0.  9.5543E-05  6.1148E-05
43-Tc-102-M  43102.      1.  9.5543E-05  6.1148E-05
43-Tc-103    43103.      0.  8.2168E-04  5.2588E-04
43-Tc-104    43104.      0.  9.2632E-04  1.4821E-04
43-Tc-105    43105.      0.  4.8459E-04  3.1013E-04
43-Tc-106    43106.      0.  2.6767E-04  1.7131E-04
43-Tc-107    43107.      0.  2.2431E-04  1.4356E-04
43-Tc-108    43108.      0.  2.3766E-04  1.5210E-04
43-Tc-109    43109.      0.  1.3444E-04  8.6042E-05
43-Tc-110    43110.      0.  1.1639E-04  7.4491E-05
43-Tc-111    43111.      0.  4.4907E-05  2.8740E-05
43-Tc-112    43112.      0.  6.8595E-06  4.3901E-06
43-Tc-113    43113.      0.  1.3988E-06  8.9522E-07
43-Tc-114    43114.      0.  7.0095E-08  4.4861E-08
43-Tc-115    43115.      0.  9.0199E-10  5.7728E-10
43-Tc-116    43116.      0.  6.3096E-11  4.0381E-11
43-Tc-117    43117.      0.  8.8445E-12  5.6604E-12
43-Tc-118    43118.      0.  5.8872E-15  3.7678E-15
43-Tc-119    43119.      0.  7.5794E-17  4.8509E-17
44-Ru- 95    44095.      0.  0.0000E+00  0.0000E+00
44-Ru- 96    44096.      0.  0.0000E+00  0.0000E+00
44-Ru- 97    44097.      0.  0.0000E+00  0.0000E+00
44-Ru- 98    44098.      0.  0.0000E+00  0.0000E+00
44-Ru- 99    44099.      0.  1.0999E-14  7.0395E-15
44-Ru-100    44100.      0.  2.1199E-12  1.3567E-12
44-Ru-101    44101.      0.  1.6199E-10  1.0367E-10
44-Ru-102    44102.      0.  9.7593E-09  6.2460E-09
44-Ru-103    44103.      0.  2.3598E-07  1.5103E-07
44-Ru-104    44104.      0.  3.2698E-06  2.0926E-06
44-Ru-105    44105.      0.  1.1099E-09  7.1035E-10
44-Ru-106    44106.      0.  9.0694E-09  5.8044E-09
44-Ru-107    44107.      0.  4.9397E-08  3.1614E-08
44-Ru-108    44108.      0.  1.6699E-07  1.0687E-07
44-Ru-109-M  44109.      1.  8.5644E-06  5.4812E-06
44-Ru-109    44109.      0.  8.5644E-06  5.4812E-06
44-Ru-110    44110.      0.  9.8853E-05  6.3266E-05
44-Ru-111    44111.      0.  1.1825E-04  7.5681E-05
44-Ru-112    44112.      0.  9.9213E-05  6.3496E-05
44-Ru-113    44113.      0.  6.0546E-05  3.8749E-05
44-Ru-114    44114.      0.  1.7259E-05  1.1046E-05
44-Ru-115    44115.      0.  2.5689E-06  1.6441E-06
44-Ru-116    44116.      0.  2.4598E-07  1.5743E-07
44-Ru-117    44117.      0.  2.5189E-08  1.6121E-08
44-Ru-118    44118.      0.  6.9195E-10  4.4285E-10
44-Ru-119    44119.      0.  6.5495E-12  4.1917E-12
44-Ru-120    44120.      0.  3.0298E-12  1.9391E-12
44-Ru-121    44121.      0.  3.7806E-15  2.4196E-15
44-Ru-122    44122.      0.  0.0000E+00  0.0000E+00
44-Ru-124    44124.      0.  0.0000E+00  0.0000E+00
45-Rh- 99    45099.      0.  0.0000E+00  0.0000E+00
45-Rh-101    45101.      0.  3.2598E-13  2.0863E-13
45-Rh-101-M  45101.      1.  0.0000E+00  0.0000E+00
45-Rh-102    45102.      0.  5.9096E-12  3.7821E-12
45-Rh-102-M  45102.      1.  4.7297E-12  3.0270E-12
45-Rh-103    45103.      0.  6.3796E-13  4.0829E-13
45-Rh-103-M  45103.      1.  4.2697E-12  2.7326E-12
45-Rh-104    45104.      0.  4.8897E-11  3.1294E-11
45-Rh-104-M  45104.      1.  1.4699E-10  9.4073E-11
45-Rh-105    45105.      0.  0.0000E+00  0.0000E+00
45-Rh-105-M  45105.      1.  0.0000E+00  0.0000E+00
45-Rh-106    45106.      0.  0.0000E+00  0.0000E+00
45-Rh-106-M  45106.      1.  0.0000E+00  0.0000E+00
45-Rh-107    45107.      0.  0.0000E+00  0.0000E+00
45-Rh-108    45108.      0.  0.0000E+00  0.0000E+00
45-Rh-108-M  45108.      1.  0.0000E+00  0.0000E+00
45-Rh-109    45109.      0.  2.0599E-08  1.3183E-08
45-Rh-109-M  45109.      1.  2.0599E-08  1.3183E-08
45-Rh-110    45110.      0.  5.6496E-07  3.6157E-07
45-Rh-110-M  45110.      1.  5.6496E-07  3.6157E-07
45-Rh-111    45111.      0.  8.7994E-06  5.6316E-06
45-Rh-112    45112.      0.  2.2958E-05  1.4693E-05
45-Rh-113    45113.      0.  6.8425E-05  4.3792E-05
45-Rh-114    45114.      0.  5.0266E-05  3.2171E-05
45-Rh-115    45115.      0.  3.6287E-05  2.3224E-05
45-Rh-116    45116.      0.  8.6894E-06  5.5612E-06
45-Rh-117    45117.      0.  4.6497E-06  2.9758E-06
45-Rh-118    45118.      0.  3.6297E-07  2.3230E-07
45-Rh-119    45119.      0.  1.8599E-08  1.1903E-08
45-Rh-120    45120.      0.  2.3898E-08  1.5295E-08
45-Rh-121    45121.      0.  1.4399E-10  9.2151E-11
45-Rh-122    45122.      0.  2.8498E-12  1.8239E-12
45-Rh-123    45123.      0.  8.5194E-14  5.4524E-14
45-Rh-124    45124.      0.  1.0399E-14  6.6555E-15
46-Pd- 99    46099.      0.  0.0000E+00  0.0000E+00
46-Pd-101    46101.      0.  0.0000E+00  0.0000E+00
46-Pd-102    46102.      0.  0.0000E+00  0.0000E+00
46-Pd-103    46103.      0.  0.0000E+00  0.0000E+00
46-Pd-104    46104.      0.  0.0000E+00  0.0000E+00
46-Pd-105    46105.      0.  0.0000E+00  0.0000E+00
46-Pd-106    46106.      0.  0.0000E+00  0.0000E+00
46-Pd-107    46107.      0.  0.0000E+00  0.0000E+00
46-Pd-107-M  46107.      1.  0.0000E+00  0.0000E+00
46-Pd-108    46108.      0.  0.0000E+00  0.0000E+00
46-Pd-109    46109.      0.  2.9398E-12  1.8815E-12
46-Pd-109-M  46109.      1.  5.4596E-12  3.4942E-12
46-Pd-110    46110.      0.  2.1499E-09  1.3759E-09
46-Pd-111    46111.      0.  2.5398E-08  1.6255E-08
46-Pd-111-M  46111.      1.  4.7197E-08  3.0206E-08
46-Pd-112    46112.      0.  1.2799E-06  8.1914E-07
46-Pd-113    46113.      0.  1.1629E-05  7.4427E-06
46-Pd-114    46114.      0.  4.1557E-05  2.6597E-05
46-Pd-115    46115.      0.  7.1285E-05  4.5622E-05
46-Pd-116    46116.      0.  6.8155E-05  4.3619E-05
46-Pd-117    46117.      0.  8.7714E-05  5.6137E-05
46-Pd-118    46118.      0.  3.1778E-05  2.0338E-05
46-Pd-119    46119.      0.  4.3497E-06  2.7838E-06
46-Pd-120    46120.      0.  2.7098E-05  1.7343E-05
46-Pd-121    46121.      0.  4.7297E-07  3.0270E-07
46-Pd-122    46122.      0.  4.7697E-08  3.0526E-08
46-Pd-123    46123.      0.  3.9897E-09  2.5534E-09
46-Pd-124    46124.      0.  2.7298E-09  1.7471E-09
46-Pd-125    46125.      0.  0.0000E+00  0.0000E+00
46-Pd-126    46126.      0.  0.0000E+00  0.0000E+00
46-Pd-127    46127.      0.  0.0000E+00  0.0000E+00
46-Pd-128    46128.      0.  1.3399E-14  8.5754E-15
46-Pd-129    46129.      0.  0.0000E+00  0.0000E+00
46-Pd-130    46130.      0.  6.7895E-13  4.3453E-13
47-Ag-103    47103.      0.  0.0000E+00  0.0000E+00
47-Ag-105    47105.      0.  0.0000E+00  0.0000E+00
47-Ag-105-M  47105.      1.  0.0000E+00  0.0000E+00
47-Ag-106    47106.      0.  0.0000E+00  0.0000E+00
47-Ag-106-M  47106.      1.  0.0000E+00  0.0000E+00
47-Ag-107    47107.      0.  0.0000E+00  0.0000E+00
47-Ag-107-M  47107.      1.  0.0000E+00  0.0000E+00
47-Ag-108-M  47108.      1.  0.0000E+00  0.0000E+00
47-Ag-108    47108.      0.  0.0000E+00  0.0000E+00
47-Ag-109-M  47109.      1.  0.0000E+00  0.0000E+00
47-Ag-109    47109.      0.  0.0000E+00  0.0000E+00
47-Ag-110    47110.      0.  0.0000E+00  0.0000E+00
47-Ag-110-M  47110.      1.  2.2798E-14  1.4591E-14
47-Ag-111    47111.      0.  1.2399E-12  7.9354E-13
47-Ag-111-M  47111.      1.  8.2794E-12  5.2988E-12
47-Ag-112    47112.      0.  8.2894E-09  5.3052E-09
47-Ag-113    47113.      0.  5.4196E-09  3.4685E-09
47-Ag-113-M  47113.      1.  3.6197E-08  2.3166E-08
47-Ag-114    47114.      0.  9.1694E-06  5.8684E-06
47-Ag-115    47115.      0.  1.9299E-06  1.2351E-06
47-Ag-115-M  47115.      1.  1.3699E-05  8.7674E-06
47-Ag-116    47116.      0.  4.7437E-05  3.0360E-05
47-Ag-116-M  47116.      1.  7.6495E-06  4.8956E-06
47-Ag-117    47117.      0.  1.5189E-05  3.4935E-06
47-Ag-117-M  47117.      1.  1.5189E-05  3.4935E-06
47-Ag-118    47118.      0.  3.4158E-05  7.8562E-06
47-Ag-118-M  47118.      1.  2.9928E-05  1.9154E-05
47-Ag-119    47119.      0.  7.2535E-05  2.3211E-05
47-Ag-120-M  47120.      1.  4.3747E-06  2.7998E-06
47-Ag-120    47120.      0.  4.3747E-06  2.7998E-06
47-Ag-121    47121.      0.  2.5778E-05  1.6498E-05
47-Ag-122-M  47122.      1.  3.3398E-06  2.1375E-06
47-Ag-122    47122.      0.  3.3398E-06  2.1375E-06
47-Ag-123    47123.      0.  2.7498E-06  1.7599E-06
47-Ag-124    47124.      0.  5.5196E-06  3.5325E-06
47-Ag-125    47125.      0.  1.6599E-11  1.0623E-11
47-Ag-126    47126.      0.  4.7497E-12  3.0398E-12
47-Ag-127    47127.      0.  1.5799E-12  1.0111E-12
47-Ag-128    47128.      0.  1.1199E-13  7.1675E-14
47-Ag-129    47129.      0.  2.9186E-17  1.8679E-17
47-Ag-130    47130.      0.  6.6595E-08  4.2621E-08
47-Ag-131    47131.      0.  1.5945E-09  1.0205E-09
48-Cd-105    48105.      0.  0.0000E+00  0.0000E+00
48-Cd-106    48106.      0.  0.0000E+00  0.0000E+00
48-Cd-107    48107.      0.  0.0000E+00  0.0000E+00
48-Cd-108    48108.      0.  0.0000E+00  0.0000E+00
48-Cd-109    48109.      0.  0.0000E+00  0.0000E+00
48-Cd-110    48110.      0.  0.0000E+00  0.0000E+00
48-Cd-111    48111.      0.  0.0000E+00  0.0000E+00
48-Cd-111-M  48111.      1.  0.0000E+00  0.0000E+00
48-Cd-112    48112.      0.  1.0599E-11  3.3918E-12
48-Cd-113    48113.      0.  2.5898E-12  1.6575E-12
48-Cd-113-M  48113.      1.  8.6794E-12  5.5548E-12
48-Cd-114    48114.      0.  7.6495E-10  4.8956E-10
48-Cd-115    48115.      0.  8.9994E-09  2.8798E-09
48-Cd-115-M  48115.      1.  5.5296E-08  1.7695E-08
48-Cd-116    48116.      0.  2.9998E-07  1.9199E-07
48-Cd-117    48117.      0.  1.1199E-06  7.1675E-07
48-Cd-117-M  48117.      1.  3.7297E-06  2.3870E-06
48-Cd-118    48118.      0.  1.7149E-05  1.0975E-05
48-Cd-119    48119.      0.  2.4468E-05  1.5660E-05
48-Cd-119-M  48119.      1.  2.2488E-05  1.4393E-05
48-Cd-120    48120.      0.  8.3884E-05  5.3686E-05
48-Cd-121-M  48121.      1.  3.6192E-05  2.3163E-05
48-Cd-121    48121.      0.  3.6192E-05  2.3163E-05
48-Cd-122    48122.      0.  1.1930E-04  7.6353E-05
48-Cd-123    48123.      0.  1.0101E-04  6.4648E-05
48-Cd-124    48124.      0.  1.2142E-04  5.4640E-05
48-Cd-125    48125.      0.  5.5456E-05  3.5492E-05
48-Cd-126    48126.      0.  8.0784E-05  5.1702E-05
48-Cd-127    48127.      0.  8.1544E-05  5.2188E-05
48-Cd-128    48128.      0.  3.5528E-05  2.2738E-05
48-Cd-129    48129.      0.  7.2395E-09  4.6333E-09
48-Cd-130    48130.      0.  8.7798E-04  5.6191E-04
48-Cd-131    48131.      0.  1.3778E-04  8.8178E-05
48-Cd-132    48132.      0.  0.0000E+00  0.0000E+00
48-Cd-133    48133.      0.  4.4894E-11  2.8732E-11
48-Cd-134    48134.      0.  9.3293E-13  5.9708E-13
48-Cd-136    48136.      0.  0.0000E+00  0.0000E+00
49-In-107    49107.      0.  0.0000E+00  0.0000E+00
49-In-109    49109.      0.  0.0000E+00  0.0000E+00
49-In-111    49111.      0.  0.0000E+00  0.0000E+00
49-In-112    49112.      0.  0.0000E+00  0.0000E+00
49-In-112-M  49112.      1.  0.0000E+00  0.0000E+00
49-In-113    49113.      0.  0.0000E+00  0.0000E+00
49-In-113-M  49113.      1.  0.0000E+00  0.0000E+00
49-In-114    49114.      0.  0.0000E+00  0.0000E+00
49-In-114-M  49114.      1.  0.0000E+00  0.0000E+00
49-In-115    49115.      0.  1.6299E-12  1.0431E-12
49-In-115-M  49115.      1.  3.8197E-13  2.4446E-13
49-In-116-N  49116.      2.  2.5665E-11  1.6425E-11
49-In-116    49116.      0.  2.5665E-11  1.6425E-11
49-In-116-M  49116.      1.  2.5665E-11  1.6425E-11
49-In-117    49117.      0.  3.6597E-09  2.3422E-09
49-In-117-M  49117.      1.  8.5894E-10  5.4972E-10
49-In-118-N  49118.      2.  8.4494E-09  5.4076E-09
49-In-118    49118.      0.  5.0596E-08  3.2382E-08
49-In-118-M  49118.      1.  8.4494E-09  5.4076E-09
49-In-119    49119.      0.  4.7197E-06  1.5103E-06
49-In-119-M  49119.      1.  1.5899E-07  1.0175E-07
49-In-120-N  49120.      2.  2.0999E-06  1.3439E-06
49-In-120    49120.      0.  2.0999E-06  1.3439E-06
49-In-120-M  49120.      1.  2.0999E-06  1.3439E-06
49-In-121    49121.      0.  2.4718E-05  7.9098E-06
49-In-121-M  49121.      1.  3.2398E-06  2.0735E-06
49-In-122-N  49122.      2.  8.3794E-06  5.3628E-06
49-In-122    49122.      0.  8.3794E-06  5.3628E-06
49-In-122-M  49122.      1.  8.3794E-06  5.3628E-06
49-In-123    49123.      0.  3.9107E-05  2.5029E-05
49-In-123-M  49123.      1.  2.5098E-06  1.6063E-06
49-In-124-M  49124.      1.  1.6954E-05  1.0850E-05
49-In-124    49124.      0.  1.6954E-05  1.0850E-05
49-In-125    49125.      0.  4.7227E-05  1.5112E-05
49-In-125-M  49125.      1.  4.7227E-05  1.5112E-05
49-In-126-M  49126.      1.  1.6479E-05  1.0546E-05
49-In-126    49126.      0.  1.6479E-05  1.0546E-05
49-In-127    49127.      0.  4.1169E-04  1.3174E-04
49-In-127-M  49127.      1.  6.2546E-05  2.8145E-05
49-In-128-M  49128.      1.  1.3147E-04  8.4141E-05
49-In-128    49128.      0.  1.3147E-04  8.4141E-05
49-In-129    49129.      0.  2.7538E-04  1.2392E-04
49-In-129-M  49129.      1.  2.5341E-04  1.6218E-04
49-In-130-N  49130.      2.  3.1401E-05  2.0097E-05
49-In-130-M  49130.      1.  3.1401E-05  2.0097E-05
49-In-130    49130.      0.  3.1401E-05  2.0097E-05
49-In-131-M  49131.      1.  5.5596E-05  3.5581E-05
49-In-131    49131.      0.  5.5596E-05  3.5581E-05
49-In-132    49132.      0.  6.2266E-05  1.9925E-05
49-In-133    49133.      0.  1.7098E-06  1.0943E-06
49-In-134    49134.      0.  3.4697E-08  2.2206E-08
49-In-135    49135.      0.  7.2554E-11  4.6435E-11
49-In-136    49136.      0.  1.6799E-12  1.0751E-12
49-In-137    49137.      0.  2.1523E-12  1.3775E-12
50-Sn-111    50111.      0.  0.0000E+00  0.0000E+00
50-Sn-112    50112.      0.  0.0000E+00  0.0000E+00
50-Sn-113-M  50113.      1.  0.0000E+00  0.0000E+00
50-Sn-113    50113.      0.  0.0000E+00  0.0000E+00
50-Sn-114    50114.      0.  0.0000E+00  0.0000E+00
50-Sn-115    50115.      0.  0.0000E+00  0.0000E+00
50-Sn-116    50116.      0.  0.0000E+00  0.0000E+00
50-Sn-117-M  50117.      1.  2.4948E-13  1.5967E-13
50-Sn-117    50117.      0.  2.4948E-13  1.5967E-13
50-Sn-118    50118.      0.  4.0997E-11  2.6238E-11
50-Sn-119    50119.      0.  3.3998E-10  2.1759E-10
50-Sn-119-M  50119.      1.  1.1399E-09  7.2955E-10
50-Sn-120    50120.      0.  2.9998E-08  1.9199E-08
50-Sn-121    50121.      0.  3.5798E-06  2.2910E-06
50-Sn-121-M  50121.      1.  2.7898E-07  1.7855E-07
50-Sn-122    50122.      0.  3.6497E-06  2.3358E-06
50-Sn-123    50123.      0.  8.0394E-06  3.6177E-06
50-Sn-123-M  50123.      1.  3.0998E-06  9.9193E-07
50-Sn-124    50124.      0.  1.0691E-04  6.8424E-05
50-Sn-125    50125.      0.  8.5424E-05  6.8339E-06
50-Sn-125-M  50125.      1.  1.0457E-04  1.6732E-05
50-Sn-126    50126.      0.  4.4470E-04  2.8461E-04
50-Sn-127    50127.      0.  8.6671E-04  5.2002E-05
50-Sn-127-M  50127.      1.  7.9174E-05  5.0672E-05
50-Sn-128-M  50128.      1.  1.5049E-03  9.6314E-04
50-Sn-128    50128.      0.  1.5049E-03  9.6314E-04
50-Sn-129    50129.      0.  2.3031E-03  2.5335E-04
50-Sn-129-M  50129.      1.  1.9586E-03  1.1752E-04
50-Sn-130-M  50130.      1.  5.4224E-03  3.4703E-03
50-Sn-130    50130.      0.  5.4224E-03  3.4703E-03
50-Sn-131-M  50131.      1.  4.4050E-03  2.8192E-03
50-Sn-131    50131.      0.  4.4050E-03  2.8192E-03
50-Sn-132    50132.      0.  5.9182E-03  2.3673E-04
50-Sn-133    50133.      0.  1.3772E-03  8.8141E-04
50-Sn-134    50134.      0.  1.7693E-04  1.1323E-04
50-Sn-135    50135.      0.  6.2695E-06  4.0125E-06
50-Sn-136    50136.      0.  1.5699E-07  1.0047E-07
50-Sn-137    50137.      0.  1.8599E-07  1.1903E-07
50-Sn-138    50138.      0.  3.2898E-11  2.1055E-11
50-Sn-139    50139.      0.  3.6755E-13  2.3524E-13
51-Sb-113    51113.      0.  0.0000E+00  0.0000E+00
51-Sb-115    51115.      0.  0.0000E+00  0.0000E+00
51-Sb-117    51117.      0.  0.0000E+00  0.0000E+00
51-Sb-118    51118.      0.  0.0000E+00  0.0000E+00
51-Sb-118-M  51118.      1.  0.0000E+00  0.0000E+00
51-Sb-119    51119.      0.  3.8897E-14  2.4894E-14
51-Sb-120    51120.      0.  9.0294E-13  5.7788E-13
51-Sb-120-M  51120.      1.  1.2999E-12  8.3194E-13
51-Sb-121    51121.      0.  3.5298E-11  1.1295E-11
51-Sb-122    51122.      0.  1.8399E-09  1.1775E-09
51-Sb-122-M  51122.      1.  2.0799E-09  1.3311E-09
51-Sb-123    51123.      0.  5.1696E-08  3.3086E-08
51-Sb-124-N  51124.      2.  1.2099E-08  7.7435E-09
51-Sb-124    51124.      0.  7.6095E-08  4.8701E-08
51-Sb-124-M  51124.      1.  1.2099E-08  7.7435E-09
51-Sb-125    51125.      0.  2.7398E-07  1.7535E-07
51-Sb-126-N  51126.      2.  8.5944E-06  5.5004E-06
51-Sb-126    51126.      0.  6.5095E-06  4.1661E-06
51-Sb-126-M  51126.      1.  8.5944E-06  5.5004E-06
51-Sb-127    51127.      0.  7.0895E-05  1.6306E-05
51-Sb-128    51128.      0.  1.0667E-04  6.8270E-05
51-Sb-128-M  51128.      1.  6.3655E-05  4.0739E-05
51-Sb-129    51129.      0.  6.4068E-04  2.8831E-04
51-Sb-130    51130.      0.  2.1451E-03  1.3729E-03
51-Sb-130-M  51130.      1.  3.5675E-03  2.2832E-03
51-Sb-131    51131.      0.  1.6507E-02  6.6027E-04
51-Sb-132    51132.      0.  1.3035E-02  7.8209E-04
51-Sb-132-M  51132.      1.  8.6277E-03  5.1766E-04
51-Sb-133    51133.      0.  2.2566E-02  1.3539E-03
51-Sb-134-M  51134.      1.  3.5825E-03  2.2928E-03
51-Sb-134    51134.      0.  3.5825E-03  2.2928E-03
51-Sb-135    51135.      0.  1.4514E-03  1.1611E-04
51-Sb-136    51136.      0.  1.1489E-04  7.3531E-05
51-Sb-137    51137.      0.  7.4331E-04  4.7572E-04
51-Sb-138    51138.      0.  3.9197E-07  2.5086E-07
51-Sb-139    51139.      0.  1.3999E-08  8.9591E-09
51-Sb-140    51140.      0.  1.4389E-09  9.2088E-10
51-Sb-141    51141.      0.  3.7504E-12  2.4003E-12
51-Sb-142    51142.      0.  1.7611E-13  1.1271E-13
52-Te-115    52115.      0.  0.0000E+00  0.0000E+00
52-Te-117    52117.      0.  0.0000E+00  0.0000E+00
52-Te-118    52118.      0.  0.0000E+00  0.0000E+00
52-Te-119    52119.      0.  0.0000E+00  0.0000E+00
52-Te-120    52120.      0.  0.0000E+00  0.0000E+00
52-Te-121-M  52121.      1.  0.0000E+00  0.0000E+00
52-Te-121    52121.      0.  0.0000E+00  0.0000E+00
52-Te-122    52122.      0.  6.0996E-13  3.9037E-13
52-Te-123    52123.      0.  5.1396E-12  3.2894E-12
52-Te-123-M  52123.      1.  1.7199E-11  1.1007E-11
52-Te-124    52124.      0.  3.4198E-09  2.1886E-09
52-Te-125    52125.      0.  6.8795E-14  4.4029E-14
52-Te-125-M  52125.      1.  2.2998E-13  1.4719E-13
52-Te-126    52126.      0.  8.2494E-12  5.2796E-12
52-Te-127    52127.      0.  9.9193E-11  6.3484E-11
52-Te-127-M  52127.      1.  2.4298E-10  1.5551E-10
52-Te-128    52128.      0.  1.7199E-06  5.5036E-07
52-Te-129    52129.      0.  5.7296E-08  3.6669E-08
52-Te-129-M  52129.      1.  1.3999E-07  8.9594E-08
52-Te-130    52130.      0.  5.7872E-04  9.2595E-05
52-Te-131    52131.      0.  9.6990E-04  1.0669E-04
52-Te-131-M  52131.      1.  2.3333E-03  1.8666E-04
52-Te-132    52132.      0.  1.5308E-02  9.1850E-04
52-Te-133    52133.      0.  1.1481E-02  6.8888E-04
52-Te-133-M  52133.      1.  2.9861E-02  1.7916E-03
52-Te-134    52134.      0.  6.2155E-02  2.4862E-03
52-Te-135    52135.      0.  3.2162E-02  1.9297E-03
52-Te-136    52136.      0.  1.3173E-02  1.0539E-03
52-Te-137    52137.      0.  3.9239E-03  3.1391E-04
52-Te-138    52138.      0.  6.6182E-04  4.2357E-04
52-Te-139    52139.      0.  6.6635E-05  4.2647E-05
52-Te-140    52140.      0.  1.6912E-04  1.0823E-04
52-Te-141    52141.      0.  3.2407E-07  2.0741E-07
52-Te-142    52142.      0.  2.0698E-08  1.3247E-08
52-Te-143    52143.      0.  4.8809E-12  3.1238E-12
52-Te-144    52144.      0.  5.5767E-13  3.5691E-13
53-I -121    53121.      0.  0.0000E+00  0.0000E+00
53-I -123    53123.      0.  0.0000E+00  0.0000E+00
53-I -125    53125.      0.  0.0000E+00  0.0000E+00
53-I -126    53126.      0.  1.6999E-12  1.0879E-12
53-I -127    53127.      0.  0.0000E+00  0.0000E+00
53-I -128    53128.      0.  1.0399E-08  6.6555E-09
53-I -129    53129.      0.  0.0000E+00  0.0000E+00
53-I -130    53130.      0.  1.5499E-06  9.9193E-07
53-I -130-M  53130.      1.  6.6595E-07  4.2621E-07
53-I -131    53131.      0.  3.9157E-05  4.3073E-06
53-I -132-M  53132.      1.  9.1309E-05  5.8438E-05
53-I -132    53132.      0.  9.1309E-05  5.8438E-05
53-I -133-M  53133.      1.  8.2512E-04  5.2808E-04
53-I -133    53133.      0.  8.2512E-04  5.2808E-04
53-I -134    53134.      0.  5.0024E-03  3.0014E-04
53-I -134-M  53134.      1.  3.6418E-03  2.3308E-03
53-I -135    53135.      0.  2.9274E-02  8.1966E-04
53-I -136    53136.      0.  1.3194E-02  1.0555E-03
53-I -136-M  53136.      1.  1.2513E-02  7.5075E-04
53-I -137    53137.      0.  2.6224E-02  1.0490E-03
53-I -138    53138.      0.  1.4241E-02  3.9875E-04
53-I -139    53139.      0.  7.7143E-03  6.1714E-04
53-I -140    53140.      0.  1.3675E-03  3.1452E-04
53-I -141    53141.      0.  4.0681E-04  9.3566E-05
53-I -142    53142.      0.  5.8566E-05  3.7482E-05
53-I -143    53143.      0.  1.8590E-07  1.1897E-07
53-I -144    53144.      0.  1.5615E-08  9.9937E-09
53-I -145    53145.      0.  8.2853E-12  5.3026E-12
53-I -146    53146.      0.  9.0180E-13  5.7715E-13
53-I -147    53147.      0.  2.0634E-13  1.3206E-13
54-Xe-124    54124.      0.  0.0000E+00  0.0000E+00
54-Xe-125-M  54125.      1.  0.0000E+00  0.0000E+00
54-Xe-125    54125.      0.  0.0000E+00  0.0000E+00
54-Xe-126    54126.      0.  0.0000E+00  0.0000E+00
54-Xe-127-M  54127.      1.  0.0000E+00  0.0000E+00
54-Xe-127    54127.      0.  0.0000E+00  0.0000E+00
54-Xe-128    54128.      0.  8.3294E-13  2.6654E-13
54-Xe-129-M  54129.      1.  0.0000E+00  0.0000E+00
54-Xe-129    54129.      0.  0.0000E+00  0.0000E+00
54-Xe-130    54130.      0.  1.9699E-10  6.3036E-11
54-Xe-131    54131.      0.  1.4199E-09  9.0874E-10
54-Xe-131-M  54131.      1.  3.4798E-09  2.2270E-09
54-Xe-132    54132.      0.  4.2197E-07  2.7006E-07
54-Xe-133    54133.      0.  6.6595E-06  3.9957E-07
54-Xe-133-M  54133.      1.  1.8859E-05  1.2070E-05
